demonstration	demon_label	test_sentence	response	attachment	structure
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The journalist reported the news	The journalist reported	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
The baker baked the cake	The baker baked	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The tailor altered the coat	The tailor altered	Dan entered the room with a key	dan entered	pp	structure_2
The hiker climbed the mountain	The hiker climbed	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The baker kneaded the dough	The baker kneaded	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The house of the painter looked odd	The house of looked odd	The driver of the car that had the moustache was pretty cool	the driver of that was pretty cool	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The gardener watered the plants	The gardener watered	The coach led the team with three members	the coach led	pp	structure_1
The chef seasoned the soup	The chef seasoned	The police investigated the house with a garden	the police investigated	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The student solved the equation	The student solved	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that had a disappeared last monday	adjunct	structure_2
The singer composed a song	The singer composed	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The song of the player is really popular	The song of is really popular	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The director of the orchestra played well	The director of played well	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The basketball player won the game with his team	the basketball player won	pp	structure_2
The carpenter built the house	The carpenter built	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
