demonstration	demon_label	test_sentence	response	attachment	structure
The song of the player is really popular	The song of is really popular	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The tailor altered the coat	The tailor altered	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Dan entered the room with a key	dan entered the room	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The dancer performed the routine	The dancer performed	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The teacher explained the concept	The teacher explained	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The architect designed the building	The architect designed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The director of the orchestra played well	The director of played well	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The baker baked the cake	The baker baked	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The actor memorized the script	The actor memorized	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The driver steered the car	The driver steered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The librarian sorted the books	The librarian sorted	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
