demonstration	demon_label	test_sentence	response	attachment	structure
The dog of the officer came back this evening	The dog of came back this evening	The restaurant of the chef that had the blue tiles pleased us	the restaurant of that had the blue tiles pleased us	adjunct	structure_2
The actor memorized the script	The actor memorized	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The tailor altered the coat	The tailor altered	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate with a red rose	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The gold of the miner that had the impurities was worthless	fail to follow	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The car of the driver that had the moustache was pretty cool	the car of the pretty cool	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The police investigated the house with a garden	the police investigated	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The thesis of the editor that had the big nose made a lot of sense	the thesis of the editor that had made a lot of sense	adjunct	structure_1
The gardener watered the plants	The gardener watered	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The carpenter built the house	The carpenter built	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The pilot flew the airplane	The pilot flew	Dan entered the room with a key	dan entered the room	pp	structure_2
The detective solved the mystery	The detective solved	The coach led the team with three members	the coach led	pp	structure_1
The journalist reported the news	The journalist reported	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The programmer wrote the code	The programmer wrote	Jasmine sang the song with the lovely students	fail to follow	pp	structure_2
