demonstration	demon_label	test_sentence	response	attachment	structure
The director of the orchestra played well	The director of played well	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The musician tuned the guitar	The musician tuned	The coach led the team with three members	the coach led the team	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The chef cooked the meal	The chef cooked	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The fisherman caught the trout	The fisherman caught	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The driver steered the car	The driver steered	Dan entered the room with a key	dan entered the room	pp	structure_2
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The singer composed a song	The singer composed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The actor memorized the script	The actor memorized	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The teacher explained the concept	The teacher explained	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The restaurant of the chef that had the blue tiles pleased us	the restaurant of the chef pleased us	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
