demonstration	demon_label	test_sentence	response	attachment	structure
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The teacher explained the concept	The teacher explained	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The baker kneaded the dough	The baker kneaded	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The drugs of the supplier that had a nasty effect hurt everyone	the drugs that hurt everyone	adjunct	structure_2
The chef cooked the meal	The chef cooked	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The musician tuned the guitar	The musician tuned	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The baker baked the cake	The baker baked	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The actor memorized the script	The actor memorized	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The police investigated the house with the permission	the police investigated	pp	structure_2
The gardener watered the plants	The gardener watered	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The driver steered the car	The driver steered	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The pilot flew the airplane	The pilot flew	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The carpenter built the house	The carpenter built	Dan entered the room with a key	dan entered	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
