demonstration	demon_label	test_sentence	response	attachment	structure
The jeweler polished the diamond	The jeweler polished	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The detective solved the mystery	The detective solved	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The musician tuned the guitar	The musician tuned	The coach led the team with three members	the coach led the team	pp	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The tailor altered the coat	The tailor altered	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The editor of the thesis that had the big nose made a lot of sense	the editor of the big nose made a lot of sense	adjunct	structure_2
The lawyer argued the case	The lawyer argued	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The criminal of the gang that had a long scar disappeared last Monday	fail to follow	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The church of the bishop that had the funny eyebrows looked odd	the church of that looked odd	adjunct	structure_1
The student read the book	The student read	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The driver steered the car	The driver steered	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The chef cooked the meal	The chef cooked	Dan entered the room with a key	dan entered the room	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The architect designed the building	The architect designed	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The writer of the letter that had blonde hair arrived this morning	fail to follow	adjunct	structure_2
The carpenter built the house	The carpenter built	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
