demonstration	demon_label	test_sentence	response	attachment	structure
The photographer adjusted the lens	The photographer adjusted	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The singer of the song that had long eyelashes was very smart	the singer of had long eyelashes was very smart	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The pilot flew the airplane	The pilot flew	The basketball player won the game with his team	the basketball player won	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The journalist reported the news	The journalist reported	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The dancer performed the routine	The dancer performed	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The detective solved the mystery	The detective solved	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The chef cooked the meal	The chef cooked	The police investigated the house with a garden	the police investigated	pp	structure_1
The director of the orchestra played well	The director of played well	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The student solved the equation	The student solved	The coach led the team with three members	the coach led	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The chef of the restaurant that had the blue tiles pleased us	the chef of had the blue tiles pleased us	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
