demonstration	demon_label	test_sentence	response	attachment	structure
The architect designed the building	The architect designed	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The hiker climbed the mountain	The hiker climbed	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The gamer played the game	The gamer played	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The programmer wrote the code	The programmer wrote	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The pilot flew the airplane	The pilot flew	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of had a nasty effect hurt everyone	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The librarian sorted the books	The librarian sorted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Dan entered the room with a key	dan entered the room	pp	structure_2
The baker baked the cake	The baker baked	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The actor memorized the script	The actor memorized	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The editor of the thesis that had the big nose made a lot of sense	the editor of made a lot of sense	adjunct	structure_2
The singer composed a song	The singer composed	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
