demonstration	demon_label	test_sentence	response	attachment	structure
The lawyer argued the case	The lawyer argued	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The librarian sorted the books	The librarian sorted	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The pilot flew the airplane	The pilot flew	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The driver steered the car	The driver steered	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The dancer performed the routine	The dancer performed	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The tailor altered the coat	The tailor altered	The guy caught the rat with a trap	the guy caught	pp	structure_2
The teacher explained the concept	The teacher explained	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The gamer played the game	The gamer played	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The programmer wrote the code	The programmer wrote	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The coach led the team with three members	the coach led the team	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The student read the book	The student read	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The song of the player is really popular	The song of is really popular	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The director of the orchestra played well	The director of played well	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
