demonstration	demon_label	test_sentence	response	attachment	structure
The plains of the tribe looked strange	The plains of looked strange	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The actor memorized the script	The actor memorized	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The lawyer argued the case	The lawyer argued	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The singer composed a song	The singer composed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The fisherman caught the trout	The fisherman caught	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The student solved the equation	The student solved	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Bill cut the paper with a very bright colour	bill cut	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The bird sang a melody	The bird sang	Dan entered the room with a window	dan entered the room	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The journalist reported the news	The journalist reported	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The chef cooked the meal	The chef cooked	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The house of the painter looked odd	The house of looked odd	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The driver steered the car	The driver steered	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
