demonstration	demon_label	test_sentence	response	attachment	structure
The mansion of the celebrity excited the fans	The mansion of excited the fans	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The chef cooked the meal	The chef cooked	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The church of the bishop that had the funny eyebrows looked odd	fail to follow	adjunct	structure_1
The baker baked the cake	The baker baked	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Dan entered the room with a key	dan entered the room	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The architect designed the building	The architect designed	The coach led the team with three members	the coach led	pp	structure_1
The student read the book	The student read	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The chef seasoned the soup	The chef seasoned	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The programmer wrote the code	The programmer wrote	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The gardener watered the plants	The gardener watered	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The bird sang a melody	The bird sang	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The pilot flew the airplane	The pilot flew	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The baker kneaded the dough	The baker kneaded	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
