demonstration	demon_label	test_sentence	response	attachment	structure
The castle of the kingdom awed the tourists	The castle of awed the tourists	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The valley of the flowers that had the old castle excited the tourists	fail to follow	adjunct	structure_2
The detective solved the mystery	The detective solved	the cook made the meal with a Chinese cleaver	the cook made	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The gardener watered the plants	The gardener watered	The guy caught the rat with a trap	the guy caught	pp	structure_2
The house of the painter looked odd	The house of looked odd	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The carpenter built the house	The carpenter built	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The pilot flew the airplane	The pilot flew	The coach led the team with three members	the coach led the team	pp	structure_1
The musician tuned the guitar	The musician tuned	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The church of the bishop that had the funny eyebrows looked odd	the church of that looked odd	adjunct	structure_1
The gamer played the game	The gamer played	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The architect designed the building	The architect designed	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The chef cooked the meal	The chef cooked	Dan entered the room with a window	dan entered the room	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
