demonstration	demon_label	test_sentence	response	attachment	structure
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The baker baked the cake	The baker baked	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The director of the orchestra played well	The director of played well	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The driver steered the car	The driver steered	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The guy caught the rat with a trap	the guy caught	pp	structure_2
The gardener watered the plants	The gardener watered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The baker kneaded the dough	The baker kneaded	The basketball player won the game with his team	the basketball player won	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The dancer performed the routine	The dancer performed	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The gamer played the game	The gamer played	Dan entered the room with a key	dan entered the room	pp	structure_2
The house of the painter looked odd	The house of looked odd	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The actor memorized the script	The actor memorized	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The architect designed the building	The architect designed	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The librarian sorted the books	The librarian sorted	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
