demonstration	demon_label	test_sentence	response	attachment	structure
The fisherman caught the trout	The fisherman caught	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The drugs of the supplier that had a nasty effect hurt everyone	fail to follow	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The journalist reported the news	The journalist reported	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The gamer played the game	The gamer played	Dan entered the room with a window	dan entered the room	pp	structure_1
The dancer performed the routine	The dancer performed	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The song of the player is really popular	The song of is really popular	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The gardener watered the plants	The gardener watered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The lawyer argued the case	The lawyer argued	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The chef seasoned the soup	The chef seasoned	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The singer composed a song	The singer composed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
