demonstration	demon_label	test_sentence	response	attachment	structure
The programmer wrote the code	The programmer wrote	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The fisherman caught the trout	The fisherman caught	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The actor memorized the script	The actor memorized	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The tailor altered the coat	The tailor altered	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that had a scar disappeared last monday	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The dancer performed the routine	The dancer performed	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The student read the book	The student read	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The detective solved the mystery	The detective solved	Dan entered the room with a window	dan entered	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The journalist reported the news	The journalist reported	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The church of the bishop that had the funny eyebrows looked odd	the church of the bishop looked odd	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The police investigated the house with a garden	the police investigated	pp	structure_1
