demonstration	demon_label	test_sentence	response	attachment	structure
The artist of the mural completed his work	The artist of completed his work	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of the supplier hurt everyone	adjunct	structure_2
The student read the book	The student read	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The detective solved the mystery	The detective solved	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The musician tuned the guitar	The musician tuned	The coach led the team with three members	the coach led the team	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The basketball player won the game with his team	the basketball player won	pp	structure_2
The baker baked the cake	The baker baked	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The writer of the letter that had blonde hair arrived this morning	fail to follow	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The chef cooked the meal	The chef cooked	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The gardener watered the plants	The gardener watered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The bird sang a melody	The bird sang	Dan entered the room with a key	dan entered the room	pp	structure_2
The driver steered the car	The driver steered	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The carpenter built the house	The carpenter built	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The tailor altered the coat	The tailor altered	The professor challenged the students with his projects	the professor challenged	pp	structure_2
