demonstration	demon_label	test_sentence	response	attachment	structure
The castle of the kingdom awed the tourists	The castle of awed the tourists	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The tailor altered the coat	The tailor altered	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The student solved the equation	The student solved	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The editor of the thesis that had the big nose made a lot of sense	the editor of made a lot of sense	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The lawyer argued the case	The lawyer argued	The basketball player won the game with his team	the basketball player won	pp	structure_2
The student read the book	The student read	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The journalist reported the news	The journalist reported	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The driver of the car that had the moustache was pretty cool	the driver of the pretty cool	adjunct	structure_2
The singer composed a song	The singer composed	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The teacher explained the concept	The teacher explained	The coach led the team with three members	the coach led the team	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The writer of the letter that had blonde hair arrived this morning	the writer of blonde hair arrived this morning	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The chef cooked the meal	The chef cooked	the cook made the meal with a Chinese cleaver	the cook made	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The church of the bishop that had the funny eyebrows looked odd	the church of the bishop looked odd	adjunct	structure_1
The detective solved the mystery	The detective solved	The police investigated the house with the permission	the police investigated	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of drugs hurt everyone	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
