demonstration	demon_label	test_sentence	response	attachment	structure
The designer of the dress took a bow	The designer of took a bow	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The teacher explained the concept	The teacher explained	The coach led the team with three members	the coach led the team	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The park of the city delighted the children	The park of delighted the children	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Dan entered the room with a key	dan entered	pp	structure_2
The librarian sorted the books	The librarian sorted	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The student read the book	The student read	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The lawyer argued the case	The lawyer argued	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The bird sang a melody	The bird sang	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The chef cooked the meal	The chef cooked	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The hiker climbed the mountain	The hiker climbed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The criminal of the gang that had a long scar disappeared last Monday	fail to follow	adjunct	structure_2
The dancer performed the routine	The dancer performed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
