demonstration	demon_label	test_sentence	response	attachment	structure
The sculptor chiseled the statue	The sculptor chiseled	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	The guy caught the rat with a trap	the guy caught	pp	structure_2
The pilot flew the airplane	The pilot flew	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The student read the book	The student read	The coach led the team with three members	the coach led the team	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley that had excited the tourists	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The student solved the equation	The student solved	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The architect designed the building	The architect designed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The driver steered the car	The driver steered	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The baker baked the cake	The baker baked	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The car of the driver that had the moustache was pretty cool	the car of the pretty cool	adjunct	structure_1
The lawyer argued the case	The lawyer argued	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The baker kneaded the dough	The baker kneaded	Dan entered the room with a window	dan entered the room	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The dancer performed the routine	The dancer performed	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
