demonstration	demon_label	test_sentence	response	attachment	structure
The hiker climbed the mountain	The hiker climbed	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The driver steered the car	The driver steered	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The church of the bishop that had the funny eyebrows looked odd	the church of the funny eyebrows looked odd	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The director of the orchestra played well	The director of played well	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The student read the book	The student read	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The chef seasoned the soup	The chef seasoned	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The bird sang a melody	The bird sang	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The gardener watered the plants	The gardener watered	Dan entered the room with a window	dan entered the room	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The student solved the equation	The student solved	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The programmer wrote the code	The programmer wrote	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The musician tuned the guitar	The musician tuned	The police investigated the house with the permission	the police investigated with permission	pp	structure_2
The detective solved the mystery	The detective solved	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
