demonstration	demon_label	test_sentence	response	attachment	structure
The dog of the officer came back this evening	The dog of came back this evening	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The gardener watered the plants	The gardener watered	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The librarian sorted the books	The librarian sorted	Dan entered the room with a key	dan entered the room	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The tailor altered the coat	The tailor altered	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The architect designed the building	The architect designed	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The bird sang a melody	The bird sang	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The lawyer argued the case	The lawyer argued	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The pilot flew the airplane	The pilot flew	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The driver steered the car	The driver steered	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of that had a nasty effect hurt everyone	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The hiker climbed the mountain	The hiker climbed	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The director of the orchestra played well	The director of played well	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The editor of the thesis that had the big nose made a lot of sense	fail to follow	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The detective solved the mystery	The detective solved	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
