demonstration	demon_label	test_sentence	response	attachment	structure
The architect designed the building	The architect designed	Dan entered the room with a key	dan entered	pp	structure_2
The tailor altered the coat	The tailor altered	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The gamer played the game	The gamer played	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The driver steered the car	The driver steered	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The gardener watered the plants	The gardener watered	The coach led the team with three members	the coach led	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The house of the painter that had the small windows looked odd	the house of the small windows looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The miner of the gold that had the impurities was worthless	the miner of worthless	adjunct	structure_1
The director of the orchestra played well	The director of played well	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The bishop of the church that had the funny eyebrows looked odd	fail to follow	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The thesis of the editor that had the big nose made a lot of sense	the thesis of the editor made a lot of sense	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The baker baked the cake	The baker baked	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The chef of the restaurant that had the blue tiles pleased us	the chef of the restaurant pleased us	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The programmer wrote the code	The programmer wrote	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
