demonstration	demon_label	test_sentence	response	attachment	structure
The mechanic fixed the engine	The mechanic fixed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The student solved the equation	The student solved	The police investigated the house with a garden	the police investigated	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The editor of the thesis that had the big nose made a lot of sense	fail to follow	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The teacher explained the concept	The teacher explained	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The pilot flew the airplane	The pilot flew	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The driver steered the car	The driver steered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The director of the orchestra played well	The director of played well	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The journalist reported the news	The journalist reported	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The dancer performed the routine	The dancer performed	Dan entered the room with a key	dan entered the room	pp	structure_2
The tailor altered the coat	The tailor altered	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The guy caught the rat with a trap	the guy caught with a trap	pp	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The musician tuned the guitar	The musician tuned	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
