demonstration	demon_label	test_sentence	response	attachment	structure
The park of the city delighted the children	The park of delighted the children	The editor of the thesis that had the big nose made a lot of sense	the editor of the big nose made a lot of sense	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The director of the orchestra played well	The director of played well	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The teacher explained the concept	The teacher explained	Dan entered the room with a window	dan entered the room	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The carpenter built the house	The carpenter built	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The fisherman caught the trout	The fisherman caught	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The house of the painter looked odd	The house of looked odd	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The student solved the equation	The student solved	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The dancer performed the routine	The dancer performed	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The student read the book	The student read	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The bird sang a melody	The bird sang	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Mom ate the chocolate with chopped nuts	mom ate	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The tailor altered the coat	The tailor altered	The guy caught the rat with a trap	the guy caught	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
