demonstration	demon_label	test_sentence	response	attachment	structure
The tailor altered the coat	The tailor altered	The police investigated the house with a garden	the police investigated	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The song of the player is really popular	The song of is really popular	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The actor memorized the script	The actor memorized	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The flowers of the valley that had the old castle excited the tourists	the flowers of the excited the tourists	adjunct	structure_1
The student read the book	The student read	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The chef seasoned the soup	The chef seasoned	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The house of the painter looked odd	The house of looked odd	The driver of the car that had the moustache was pretty cool	the driver of that was pretty cool	adjunct	structure_2
The gardener watered the plants	The gardener watered	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The detective solved the mystery	The detective solved	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The driver steered the car	The driver steered	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The baker kneaded the dough	The baker kneaded	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The carpenter built the house	The carpenter built	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of had a nasty effect hurt everyone	adjunct	structure_1
The programmer wrote the code	The programmer wrote	The coach led the team with three members	the coach led the team	pp	structure_1
The baker baked the cake	The baker baked	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
