demonstration	demon_label	test_sentence	response	attachment	structure
The hiker climbed the mountain	The hiker climbed	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The librarian sorted the books	The librarian sorted	Dan entered the room with a window	dan entered the room	pp	structure_1
The musician tuned the guitar	The musician tuned	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The inventor of the machine that had the goatee was amazing	the inventor of that had the goatee was amazing	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley that had excited the tourists	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The pilot flew the airplane	The pilot flew	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The fisherman caught the trout	The fisherman caught	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The architect designed the building	The architect designed	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The miner of the gold that had the impurities was worthless	the miner of that had was worthless	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The tailor altered the coat	The tailor altered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The gardener watered the plants	The gardener watered	Mom ate the chocolate with chopped nuts	mom ate	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The lawyer argued the case	The lawyer argued	The basketball player won the game with his team	the basketball player won	pp	structure_2
The house of the painter looked odd	The house of looked odd	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The singer of the song that had long eyelashes was very smart	the singer of had long eyelashes was very smart	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The house of the painter that had the small windows looked odd	fail to follow	adjunct	structure_2
The dancer performed the routine	The dancer performed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
