demonstration	demon_label	test_sentence	response	attachment	structure
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The actor memorized the script	The actor memorized	The coach led the team with three members	the coach led the team	pp	structure_1
The singer composed a song	The singer composed	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Dan entered the room with a key	dan entered the room	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The tailor altered the coat	The tailor altered	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The painter of the house that had the small windows looked odd	the painter of the house that looked odd	adjunct	structure_1
The lawyer argued the case	The lawyer argued	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The gardener watered the plants	The gardener watered	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The student read the book	The student read	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The architect designed the building	The architect designed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The programmer wrote the code	The programmer wrote	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The chef cooked the meal	The chef cooked	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The valley of the flowers that had the old castle excited the tourists	the valley of the flowers excited the tourists	adjunct	structure_2
