demonstration	demon_label	test_sentence	response	attachment	structure
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Dan entered the room with a window	dan entered the room	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The bird sang a melody	The bird sang	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The tailor altered the coat	The tailor altered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The student read the book	The student read	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The teacher explained the concept	The teacher explained	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The detective solved the mystery	The detective solved	The guy caught the rat with a trap	the guy caught	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The miner of the gold that had the impurities was worthless	the miner of that had was worthless	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The librarian sorted the books	The librarian sorted	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The gamer played the game	The gamer played	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The student solved the equation	The student solved	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
