demonstration	demon_label	test_sentence	response	attachment	structure
The pilot flew the airplane	The pilot flew	The basketball player won the game with his team	the basketball player won	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that disappeared last monday	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The singer composed a song	The singer composed	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The jeweler polished the diamond	The jeweler polished	Mom ate the chocolate with chopped nuts	mom ate	pp	structure_1
The tailor altered the coat	The tailor altered	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of the supplier hurt everyone	adjunct	structure_2
The detective solved the mystery	The detective solved	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The chef of the restaurant that had the blue tiles pleased us	the chef of had the blue tiles pleased us	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The journalist reported the news	The journalist reported	Dan entered the room with a key	dan entered the room	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The student read the book	The student read	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The chef cooked the meal	The chef cooked	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The carpenter built the house	The carpenter built	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
