demonstration	demon_label	test_sentence	response	attachment	structure
The bakery of the district tempted the locals	The bakery of tempted the locals	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The car of the driver that had the moustache was pretty cool	the car of the pretty cool	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The bishop of the church that had the funny eyebrows looked odd	fail to follow	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The architect designed the building	The architect designed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The chef cooked the meal	The chef cooked	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The student solved the equation	The student solved	The guy caught the rat with a scar	the guy caught	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The pilot flew the airplane	The pilot flew	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The teacher explained the concept	The teacher explained	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The tailor altered the coat	The tailor altered	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The journalist reported the news	The journalist reported	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The detective solved the mystery	The detective solved	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The coach led the team with three members	the coach led the team	pp	structure_1
The song of the player is really popular	The song of is really popular	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The singer composed a song	The singer composed	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
