demonstration	demon_label	test_sentence	response	attachment	structure
The hiker climbed the mountain	The hiker climbed	The guy caught the rat with a scar	the guy caught	pp	structure_1
The teacher explained the concept	The teacher explained	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The chef of the restaurant that had the blue tiles pleased us	the chef of that pleased us	adjunct	structure_1
The detective solved the mystery	The detective solved	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The student solved the equation	The student solved	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The musician tuned the guitar	The musician tuned	The police investigated the house with a garden	the police investigated	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The singer of the song that had long eyelashes was very smart	the singer of had long eyelashes was very smart	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The basketball player won the game with his team	the basketball player won	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Dan entered the room with a key	dan entered	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Bill cut the paper with a very bright colour	bill cut	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The dancer performed the routine	The dancer performed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The student read the book	The student read	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The pilot flew the airplane	The pilot flew	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The baker kneaded the dough	The baker kneaded	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
