demonstration	demon_label	test_sentence	response	attachment	structure
The gallery of the center impressed the critics	The gallery of impressed the critics	The drugs of the supplier that had a nasty effect hurt everyone	the drugs hurt everyone	adjunct	structure_2
The driver steered the car	The driver steered	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The miner of the gold that had the impurities was worthless	the miner of had the impurities was worthless	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The journalist reported the news	The journalist reported	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The car of the driver that had the moustache was pretty cool	the car of the pretty cool	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The chef seasoned the soup	The chef seasoned	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The valley of the flowers that had the old castle excited the tourists	the valley of the flowers excited the tourists	adjunct	structure_2
The carpenter built the house	The carpenter built	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The gamer played the game	The gamer played	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The architect designed the building	The architect designed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The librarian sorted the books	The librarian sorted	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The baker baked the cake	The baker baked	The police investigated the house with the permission	the police investigated	pp	structure_2
The director of the orchestra played well	The director of played well	The restaurant of the chef that had the blue tiles pleased us	the restaurant of the chef pleased us	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The guy caught the rat with a scar	the guy caught	pp	structure_1
The baker kneaded the dough	The baker kneaded	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
