demonstration	demon_label	test_sentence	response	attachment	structure
The chef cooked the meal	The chef cooked	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The actor memorized the script	The actor memorized	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The bird sang a melody	The bird sang	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	The basketball player won the game with his team	the basketball player won	pp	structure_2
The programmer wrote the code	The programmer wrote	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The drugs of the supplier that had a nasty effect hurt everyone	fail to follow	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The detective solved the mystery	The detective solved	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The director of the orchestra played well	The director of played well	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The pilot flew the airplane	The pilot flew	The police investigated the house with a garden	the police investigated	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The dancer performed the routine	The dancer performed	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
