demonstration	demon_label	test_sentence	response	attachment	structure
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The gardener watered the plants	The gardener watered	Mom ate the chocolate with chopped nuts	mom ate	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The student solved the equation	The student solved	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The carpenter built the house	The carpenter built	Dan entered the room with a key	dan entered	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The journalist reported the news	The journalist reported	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The machine of the inventor that had the goatee was amazing	the machine of amazing	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The student read the book	The student read	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The dancer performed the routine	The dancer performed	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The bishop of the church that had the funny eyebrows looked odd	fail to follow	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The detective solved the mystery	The detective solved	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The teacher explained the concept	The teacher explained	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The bird sang a melody	The bird sang	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The singer composed a song	The singer composed	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The song of the player is really popular	The song of is really popular	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
