demonstration	demon_label	test_sentence	response	attachment	structure
The bakery of the district tempted the locals	The bakery of tempted the locals	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The baker baked the cake	The baker baked	Dan entered the room with a window	dan entered the room	pp	structure_1
The chef seasoned the soup	The chef seasoned	The guy caught the rat with a scar	the guy caught	pp	structure_1
The baker kneaded the dough	The baker kneaded	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The journalist reported the news	The journalist reported	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The jeweler polished the diamond	The jeweler polished	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The teacher explained the concept	The teacher explained	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of had a nasty effect hurt everyone	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The student read the book	The student read	The coach led the team with three members	the coach led the team	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The gardener watered the plants	The gardener watered	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
