demonstration	demon_label	test_sentence	response	attachment	structure
The castle of the kingdom awed the tourists	The castle of awed the tourists	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The teacher explained the concept	The teacher explained	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The hiker climbed the mountain	The hiker climbed	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The student solved the equation	The student solved	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The carpenter built the house	The carpenter built	Michelle watched the movie with English subtitles	michelle watched with english subtitles	pp	structure_1
The gardener watered the plants	The gardener watered	Dan entered the room with a key	dan entered	pp	structure_2
The baker baked the cake	The baker baked	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The programmer wrote the code	The programmer wrote	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The police investigated the house with the permission	the police investigated	pp	structure_2
The architect designed the building	The architect designed	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The chef cooked the meal	The chef cooked	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The director of the orchestra played well	The director of played well	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The drugs of the supplier that had a nasty effect hurt everyone	fail to follow	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
