demonstration	demon_label	test_sentence	response	attachment	structure
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The director of the orchestra played well	The director of played well	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The teacher explained the concept	The teacher explained	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The musician tuned the guitar	The musician tuned	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The guy caught the rat with a scar	the guy caught	pp	structure_1
The lawyer argued the case	The lawyer argued	The basketball player won the game with his team	the basketball player won	pp	structure_2
The dancer performed the routine	The dancer performed	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The actor memorized the script	The actor memorized	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The detective solved the mystery	The detective solved	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The student solved the equation	The student solved	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The miner of the gold that had the impurities was worthless	the miner of that had was worthless	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The baker baked the cake	The baker baked	the cook made the meal with a Chinese cleaver	the cook made	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The flowers of the valley that had the old castle excited the tourists	the flowers of that excited the tourists	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The writer of the letter that had blonde hair arrived this morning	the writer of that had blonde hair arrived this morning	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
