demonstration	demon_label	test_sentence	response	attachment	structure
The detective solved the mystery	The detective solved	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The fisherman caught the trout	The fisherman caught	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The tailor altered the coat	The tailor altered	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The driver steered the car	The driver steered	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The valley of the flowers that had the old castle excited the tourists	fail to follow	adjunct	structure_2
The singer composed a song	The singer composed	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The student read the book	The student read	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of the supplier hurt everyone	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	Dan entered the room with a key	dan entered the room	pp	structure_2
The song of the player is really popular	The song of is really popular	The miner of the gold that had the impurities was worthless	the miner of that had the impurities was worthless	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The gardener watered the plants	The gardener watered	The coach led the team with three members	the coach led	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The inventor of the machine that had the goatee was amazing	the inventor of amazing	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The carpenter built the house	The carpenter built	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
