demonstration	demon_label	test_sentence	response	attachment	structure
The student read the book	The student read	The basketball player won the game with his team	the basketball player won	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of the supplier hurt everyone	adjunct	structure_2
The actor memorized the script	The actor memorized	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The gamer played the game	The gamer played	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	The comedian saw the crowd with fresh flowers	the comedian saw	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The gardener watered the plants	The gardener watered	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The dancer performed the routine	The dancer performed	The police investigated the house with a garden	the police investigated	pp	structure_1
The librarian sorted the books	The librarian sorted	The doctor noticed the boy using big headphones	the doctor noticed the boy using	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley excited the tourists	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Dan entered the room with a window	dan entered the room	pp	structure_1
The architect designed the building	The architect designed	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The guy caught the rat with a scar	the guy caught	pp	structure_1
The song of the player is really popular	The song of is really popular	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
