demonstration	demon_label	test_sentence	response	attachment	structure
The carpenter built the house	The carpenter built	the cook made the meal with a Chinese cleaver	the cook made	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The gardener watered the plants	The gardener watered	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The actor memorized the script	The actor memorized	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The song of the player is really popular	The song of is really popular	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The pilot flew the airplane	The pilot flew	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The dancer performed the routine	The dancer performed	Dan entered the room with a window	dan entered the room	pp	structure_1
The singer composed a song	The singer composed	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The musician tuned the guitar	The musician tuned	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The bird sang a melody	The bird sang	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The lawyer argued the case	The lawyer argued	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The fisherman caught the trout	The fisherman caught	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The student read the book	The student read	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The miner of the gold that had the impurities was worthless	the miner of that had was worthless	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The director of the orchestra played well	The director of played well	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
