demonstration	demon_label	test_sentence	response	attachment	structure
The fisherman caught the trout	The fisherman caught	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The dancer performed the routine	The dancer performed	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The pilot flew the airplane	The pilot flew	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The director of the orchestra played well	The director of played well	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The thesis of the editor that had the big nose made a lot of sense	the thesis of the editor that made a lot of sense	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The bird sang a melody	The bird sang	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The gamer played the game	The gamer played	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that had a disappeared last monday	adjunct	structure_2
The gardener watered the plants	The gardener watered	The police investigated the house with the permission	the police investigated	pp	structure_2
The actor memorized the script	The actor memorized	Dan entered the room with a window	dan entered the room	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The letter of the writer that had blonde hair arrived this morning	the letter of that arrived this morning	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The journalist reported the news	The journalist reported	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The baker kneaded the dough	The baker kneaded	The guy caught the rat with a scar	the guy caught	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
