demonstration	demon_label	test_sentence	response	attachment	structure
The song of the player is really popular	The song of is really popular	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The director of the orchestra played well	The director of played well	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The inventor of the machine that had the goatee was amazing	the inventor of was amazing	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The chef seasoned the soup	The chef seasoned	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The supplier of the drugs that had a nasty effect hurt everyone	the supplier hurt everyone	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The singer composed a song	The singer composed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The baker baked the cake	The baker baked	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The musician tuned the guitar	The musician tuned	The guy caught the rat with a scar	the guy caught with a scar	pp	structure_1
The pilot flew the airplane	The pilot flew	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The bird sang a melody	The bird sang	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The actor memorized the script	The actor memorized	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The jeweler polished the diamond	The jeweler polished	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The chef cooked the meal	The chef cooked	The basketball player won the game with his team	the basketball player won	pp	structure_2
The hiker climbed the mountain	The hiker climbed	Dan entered the room with a window	dan entered the room	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The teacher explained the concept	The teacher explained	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
