demonstration	demon_label	test_sentence	response	attachment	structure
The dancer performed the routine	The dancer performed	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The chef cooked the meal	The chef cooked	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The gardener watered the plants	The gardener watered	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The carpenter built the house	The carpenter built	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The drugs of the supplier that had a nasty effect hurt everyone	the drugs hurt everyone	adjunct	structure_2
The actor memorized the script	The actor memorized	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The driver steered the car	The driver steered	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The singer composed a song	The singer composed	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The director of the orchestra played well	The director of played well	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Dan entered the room with a key	dan entered	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The architect designed the building	The architect designed	The police investigated the house with the permission	the police investigated	pp	structure_2
The house of the painter looked odd	The house of looked odd	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
