demonstration	demon_label	test_sentence	response	attachment	structure
The gamer played the game	The gamer played	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The dancer performed the routine	The dancer performed	Michelle watched the movie with her boyfriend	michelle watched the movie	pp	structure_2
The manager of the factory was efficient	The manager of was efficient	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The actor memorized the script	The actor memorized	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The pilot flew the airplane	The pilot flew	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The baker baked the cake	The baker baked	the cook made the meal with a Chinese cleaver	the cook made	pp	structure_2
The song of the player is really popular	The song of is really popular	The painter of the house that had the small windows looked odd	the painter of that had looked odd	adjunct	structure_1
The librarian sorted the books	The librarian sorted	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The bird sang a melody	The bird sang	Dan entered the room with a key	dan entered the room	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The chef cooked the meal	The chef cooked	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The writer of the letter that had blonde hair arrived this morning	fail to follow	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The architect designed the building	The architect designed	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The coach led the team with three members	the coach led the team	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The miner of the gold that had the impurities was worthless	the miner of had the impurities was worthless	adjunct	structure_1
