demonstration	demon_label	test_sentence	response	attachment	structure
The teacher explained the concept	The teacher explained	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The driver steered the car	The driver steered	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The flowers of the valley that had the old castle excited the tourists	fail to follow	adjunct	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The baker kneaded the dough	The baker kneaded	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The lawyer argued the case	The lawyer argued	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The baker baked the cake	The baker baked	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Dan entered the room with a key	dan entered the room	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The miner of the gold that had the impurities was worthless	the miner of had the impurities was worthless	adjunct	structure_1
The student read the book	The student read	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The actor memorized the script	The actor memorized	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The singer composed a song	The singer composed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The chef seasoned the soup	The chef seasoned	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	The guy caught the rat with a scar	the guy caught	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
