demonstration	demon_label	test_sentence	response	attachment	structure
The designer of the dress took a bow	The designer of took a bow	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The actor memorized the script	The actor memorized	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The fisherman caught the trout	The fisherman caught	The guy caught the rat with a trap	the guy caught	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The carpenter built the house	The carpenter built	Dan entered the room with a key	dan entered	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The gamer played the game	The gamer played	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The librarian sorted the books	The librarian sorted	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The miner of the gold that had the impurities was worthless	the miner of impurities was worthless	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	The magician thanked the participant with a big nose	the magician thanked	pp	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The editor of the thesis that had the big nose made a lot of sense	the editor of that had made a lot of sense	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley excited the tourists	adjunct	structure_1
The student read the book	The student read	The police investigated the house with a garden	the police investigated	pp	structure_1
The architect designed the building	The architect designed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The pilot flew the airplane	The pilot flew	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
