demonstration	demon_label	test_sentence	response	attachment	structure
The architect designed the building	The architect designed	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The teacher explained the concept	The teacher explained	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The house of the painter looked odd	The house of looked odd	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The chef cooked the meal	The chef cooked	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The gold of the miner that had the impurities was worthless	the gold of that had the impurities was worthless	adjunct	structure_2
The driver steered the car	The driver steered	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The lawyer argued the case	The lawyer argued	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	The coach led the team with three members	the coach led the team	pp	structure_1
The dancer performed the routine	The dancer performed	Van Gogh drew the paintings with starry night	van gogh drew the paintings	pp	structure_1
The baker baked the cake	The baker baked	Dan entered the room with a window	dan entered the room	pp	structure_1
The carpenter built the house	The carpenter built	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The programmer wrote the code	The programmer wrote	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The plains of the tribe looked strange	The plains of looked strange	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The tailor altered the coat	The tailor altered	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The church of the bishop that had the funny eyebrows looked odd	the church of that looked odd	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
