demonstration	demon_label	test_sentence	response	attachment	structure
The collection of the store fascinated the students	The collection of fascinated the students	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The programmer wrote the code	The programmer wrote	Jasmine sang the song with the lovely students	fail to follow	pp	structure_2
The chef seasoned the soup	The chef seasoned	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The carpenter built the house	The carpenter built	Dan entered the room with a window	dan entered	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The gamer played the game	The gamer played	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The architect designed the building	The architect designed	The guy caught the rat with a scar	the guy caught	pp	structure_1
The student read the book	The student read	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The song of the player is really popular	The song of is really popular	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The singer of the song that had long eyelashes was very smart	the singer of that was very smart	adjunct	structure_2
The chef cooked the meal	The chef cooked	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The thesis of the editor that had the big nose made a lot of sense	the thesis of the editor made a lot of sense	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The house of the painter looked odd	The house of looked odd	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The gardener watered the plants	The gardener watered	The police investigated the house with the permission	the police investigated	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The bird sang a melody	The bird sang	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The detective solved the mystery	The detective solved	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The lawyer argued the case	The lawyer argued	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The chef of the restaurant that had the blue tiles pleased us	the chef of that had pleased us	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The coach led the team with three members	the coach led	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The house of the painter that had the small windows looked odd	the house of the painter that looked odd	adjunct	structure_2
