demonstration	demon_label	test_sentence	response	attachment	structure
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The driver steered the car	The driver steered	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The writer of the letter that had blonde hair arrived this morning	the writer of that had blonde hair arrived this morning	adjunct	structure_2
The student read the book	The student read	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The gardener watered the plants	The gardener watered	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The teacher explained the concept	The teacher explained	Dan entered the room with a window	dan entered the room	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The flowers of the valley that had the old castle excited the tourists	fail to follow	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The house of the painter that had the small windows looked odd	fail to follow	adjunct	structure_2
The student solved the equation	The student solved	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The architect designed the building	The architect designed	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The lawyer argued the case	The lawyer argued	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The carpenter built the house	The carpenter built	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The church of the bishop that had the funny eyebrows looked odd	the church of the bishop looked odd	adjunct	structure_1
The programmer wrote the code	The programmer wrote	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The singer of the song that had long eyelashes was very smart	the singer of had long eyelashes was very smart	adjunct	structure_2
The gamer played the game	The gamer played	The coach led the team with three members	the coach led the team	pp	structure_1
