demonstration	demon_label	test_sentence	response	attachment	structure
The library of the school attracted many scholarse	The library of attracted many scholarse	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The director of the orchestra played well	The director of played well	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Dan entered the room with a key	dan entered the room	pp	structure_2
The chef cooked the meal	The chef cooked	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The hiker climbed the mountain	The hiker climbed	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The detective solved the mystery	The detective solved	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The drugs of the supplier that had a nasty effect hurt everyone	fail to follow	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The student solved the equation	The student solved	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The actor memorized the script	The actor memorized	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The lawyer argued the case	The lawyer argued	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The carpenter built the house	The carpenter built	The police investigated the house with a garden	the police investigated	pp	structure_1
The architect designed the building	The architect designed	The coach led the team with three members	the coach led	pp	structure_1
The bird sang a melody	The bird sang	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The machine of the inventor that had the goatee was amazing	fail to follow	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
