demonstration	demon_label	test_sentence	response	attachment	structure
The plains of the tribe looked strange	The plains of looked strange	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The driver of the car that had the moustache was pretty cool	the driver of the car was pretty cool	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The dancer performed the routine	The dancer performed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The tailor altered the coat	The tailor altered	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The house of the painter looked odd	The house of looked odd	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The student solved the equation	The student solved	The guy caught the rat with a trap	the guy caught	pp	structure_2
The singer composed a song	The singer composed	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The architect designed the building	The architect designed	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The song of the player is really popular	The song of is really popular	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The chef cooked the meal	The chef cooked	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The driver steered the car	The driver steered	The basketball player won the game with lots of audience	the basketball player won the game	pp	structure_1
The programmer wrote the code	The programmer wrote	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
