demonstration	demon_label	test_sentence	response	attachment	structure
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The journalist reported the news	The journalist reported	The police investigated the house with a garden	the police investigated	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The mechanic fixed the engine	The mechanic fixed	Michelle watched the movie with English subtitles	michelle watched	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The gang of the criminal that had a long scar disappeared last Monday	the gang of that disappeared last monday	adjunct	structure_1
The teacher explained the concept	The teacher explained	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The bird sang a melody	The bird sang	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The baker baked the cake	The baker baked	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The house of the painter looked odd	The house of looked odd	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The chef cooked the meal	The chef cooked	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The actor memorized the script	The actor memorized	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The chef seasoned the soup	The chef seasoned	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The carpenter built the house	The carpenter built	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
