demonstration	demon_label	test_sentence	response	attachment	structure
The teacher explained the concept	The teacher explained	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The bird sang a melody	The bird sang	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The jeweler polished the diamond	The jeweler polished	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The fisherman caught the trout	The fisherman caught	Dan entered the room with a key	dan entered the room	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The singer composed a song	The singer composed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The gardener watered the plants	The gardener watered	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The dancer performed the routine	The dancer performed	The coach led the team with three members	the coach led the team	pp	structure_1
The baker baked the cake	The baker baked	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The lawyer argued the case	The lawyer argued	The basketball player won the game with his team	the basketball player won	pp	structure_2
The driver steered the car	The driver steered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The baker kneaded the dough	The baker kneaded	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of drugs hurt everyone	adjunct	structure_1
The song of the player is really popular	The song of is really popular	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
