demonstration	demon_label	test_sentence	response	attachment	structure
The dog of the officer came back this evening	The dog of came back this evening	The inventor of the machine that had the goatee was amazing	the inventor of that had the goatee was amazing	adjunct	structure_2
The detective solved the mystery	The detective solved	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	Jasmine sang the song with romantic lyrics	jasmine sang	pp	structure_1
The hiker climbed the mountain	The hiker climbed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The car of the driver that had the moustache was pretty cool	the car of was pretty cool	adjunct	structure_1
The journalist reported the news	The journalist reported	The basketball player won the game with his team	the basketball player won	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The letter of the writer that had blonde hair arrived this morning	the letter of that arrived this morning	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The dancer performed the routine	The dancer performed	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The carpenter built the house	The carpenter built	The police investigated the house with the permission	the police investigated with the permission	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The gardener watered the plants	The gardener watered	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The driver steered the car	The driver steered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The director of the orchestra played well	The director of played well	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The gamer played the game	The gamer played	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The church of the bishop that had the funny eyebrows looked odd	fail to follow	adjunct	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The supplier of the drugs that had a nasty effect hurt everyone	fail to follow	adjunct	structure_1
The tailor altered the coat	The tailor altered	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate with a red rose	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
