demonstration	demon_label	test_sentence	response	attachment	structure
The library of the school attracted many scholarse	The library of attracted many scholarse	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The programmer wrote the code	The programmer wrote	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The hiker climbed the mountain	The hiker climbed	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The bird sang a melody	The bird sang	The basketball player won the game with his team	the basketball player won the game	pp	structure_2
The student solved the equation	The student solved	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The house of the painter looked odd	The house of looked odd	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The miner of the gold that had the impurities was worthless	the miner of had the impurities was worthless	adjunct	structure_1
The gardener watered the plants	The gardener watered	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The artist of the mural completed his work	The artist of completed his work	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The gang of the criminal that had a long scar disappeared last Monday	fail to follow	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The letter of the writer that had blonde hair arrived this morning	the letter of the writer arrived this morning	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The driver steered the car	The driver steered	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The song of the player is really popular	The song of is really popular	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The baker baked the cake	The baker baked	the cook made the meal with a Chinese cleaver	the cook made	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The bishop of the church that had the funny eyebrows looked odd	the bishop of the funny eyebrows looked odd	adjunct	structure_2
The student read the book	The student read	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The librarian sorted the books	The librarian sorted	Dan entered the room with a key	dan entered the room	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
