demonstration	demon_label	test_sentence	response	attachment	structure
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The gamer played the game	The gamer played	Dan entered the room with a window	dan entered the room	pp	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The journalist reported the news	The journalist reported	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The student read the book	The student read	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The designer of the dress took a bow	The designer of took a bow	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The carpenter built the house	The carpenter built	The guy caught the rat with a scar	the guy caught	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The song of the singer that had long eyelashes was very smart	the song of the singer was very smart	adjunct	structure_1
The programmer wrote the code	The programmer wrote	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The church of the bishop that had the funny eyebrows looked odd	the church of the bishop looked odd	adjunct	structure_1
The dog of the officer came back this evening	The dog of came back this evening	The miner of the gold that had the impurities was worthless	the miner of that had was worthless	adjunct	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The dancer performed the routine	The dancer performed	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The chef cooked the meal	The chef cooked	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The baker baked the cake	The baker baked	The police investigated the house with the permission	the police investigated	pp	structure_2
The actor memorized the script	The actor memorized	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The inventor of the machine that had the goatee was amazing	the inventor of had the goatee was amazing	adjunct	structure_2
