demonstration	demon_label	test_sentence	response	attachment	structure
The mansion of the celebrity excited the fans	The mansion of excited the fans	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The chef cooked the meal	The chef cooked	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The student solved the equation	The student solved	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	The police investigated the house with a garden	the police investigated the house	pp	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The house of the painter looked odd	The house of looked odd	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The house of the painter that had the small windows looked odd	the house of that had the small windows looked odd	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gang of the criminal that had a long scar disappeared last Monday	the gang of that had a long scar disappeared last monday	adjunct	structure_1
The actor memorized the script	The actor memorized	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The gamer played the game	The gamer played	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The guy caught the rat with a scar	the guy caught	pp	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The detective solved the mystery	The detective solved	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The student read the book	The student read	Dan entered the room with a window	dan entered the room	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The carpenter built the house	The carpenter built	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The teacher explained the concept	The teacher explained	The basketball player won the game with his team	the basketball player won	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The fisherman caught the trout	The fisherman caught	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
