demonstration	demon_label	test_sentence	response	attachment	structure
The architect designed the building	The architect designed	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The dancer performed the routine	The dancer performed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The lawyer argued the case	The lawyer argued	The basketball player won the game with his team	the basketball player won	pp	structure_2
The detective solved the mystery	The detective solved	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The singer of the song that had long eyelashes was very smart	the singer of the song was very smart	adjunct	structure_2
The student read the book	The student read	The coach led the team with three members	the coach led the team	pp	structure_1
The musician tuned the guitar	The musician tuned	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The restaurant of the chef that had the blue tiles pleased us	the restaurant of that pleased us	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The driver of the car that had the moustache was pretty cool	the driver of that had the moustache was pretty cool	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate with a silver fork	pp	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The valley of the flowers that had the old castle excited the tourists	the valley of the flowers excited the tourists	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The student solved the equation	The student solved	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The mechanic fixed the engine	The mechanic fixed	Dan entered the room with a window	dan entered the room	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The bishop of the church that had the funny eyebrows looked odd	the bishop of that had the funny eyebrows looked odd	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of that had a nasty effect hurt everyone	adjunct	structure_1
The bird sang a melody	The bird sang	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The actor memorized the script	The actor memorized	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The forest of the animals pleased us	The forest of pleased us	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
