demonstration	demon_label	test_sentence	response	attachment	structure
The gardener watered the plants	The gardener watered	The coach led the team with three members	the coach led	pp	structure_1
The librarian sorted the books	The librarian sorted	Dan entered the room with a window	dan entered the room	pp	structure_1
The baker baked the cake	The baker baked	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The house of the painter looked odd	The house of looked odd	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The chef seasoned the soup	The chef seasoned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The dancer performed the routine	The dancer performed	Michelle watched the movie with her boyfriend	michelle watched the movie	pp	structure_2
The carpenter built the house	The carpenter built	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The teacher explained the concept	The teacher explained	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that had a long scar disappeared last monday	adjunct	structure_2
The chef cooked the meal	The chef cooked	Jasmine sang the song with romantic lyrics	jasmine sang the song	pp	structure_1
The fisherman caught the trout	The fisherman caught	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The singer composed a song	The singer composed	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The miner of the gold that had the impurities was worthless	the miner of had the impurities was worthless	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The manager of the factory was efficient	The manager of was efficient	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The architect designed the building	The architect designed	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The police investigated the house with a garden	the police investigated	pp	structure_1
