demonstration	demon_label	test_sentence	response	attachment	structure
The manager of the factory was efficient	The manager of was efficient	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The baker baked the cake	The baker baked	The coach led the team with three members	the coach led	pp	structure_1
The detective solved the mystery	The detective solved	the cook made the meal with a Chinese cleaver	the cook made	pp	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The bird sang a melody	The bird sang	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The librarian sorted the books	The librarian sorted	Dan entered the room with a key	dan entered the room	pp	structure_2
The house of the painter looked odd	The house of looked odd	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The architect designed the building	The architect designed	The guy caught the rat with a trap	the guy caught	pp	structure_2
The singer composed a song	The singer composed	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The lawyer argued the case	The lawyer argued	The doctor noticed the boy using big headphones	the doctor noticed	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The student read the book	The student read	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The song of the player is really popular	The song of is really popular	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The actor memorized the script	The actor memorized	The professor challenged the students with his projects	the professor challenged the students	pp	structure_2
The forest of the animals pleased us	The forest of pleased us	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The baker kneaded the dough	The baker kneaded	The police investigated the house with the permission	the police investigated the house	pp	structure_2
