demonstration	demon_label	test_sentence	response	attachment	structure
The festival of the village entertained the guests	The festival of entertained the guests	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The detective solved the mystery	The detective solved	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The teacher explained the concept	The teacher explained	The coach led the team with three members	the coach led the team	pp	structure_1
The bird sang a melody	The bird sang	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The designer of the dress took a bow	The designer of took a bow	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The student read the book	The student read	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The programmer wrote the code	The programmer wrote	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The singer composed a song	The singer composed	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The letter of the writer that had blonde hair arrived this morning	the letter of that had blonde hair arrived this morning	adjunct	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The song of the player is really popular	The song of is really popular	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The dancer performed the routine	The dancer performed	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The fisherman caught the trout	The fisherman caught	The police investigated the house with the permission	the police investigated	pp	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The inventor of the machine that had the goatee was amazing	the inventor of amazing	adjunct	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The flowers of the valley that had the old castle excited the tourists	the flowers of that excited the tourists	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The gold of the miner that had the impurities was worthless	the gold of that was worthless	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The carpenter built the house	The carpenter built	Dan entered the room with a key	dan entered	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
