demonstration	demon_label	test_sentence	response	attachment	structure
The artist of the mural completed his work	The artist of completed his work	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The chef cooked the meal	The chef cooked	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The song of the player is really popular	The song of is really popular	The inventor of the machine that had the goatee was amazing	the inventor of was amazing	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The painter of the house that had the small windows looked odd	the painter of the house looked odd	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The gold of the miner that had the impurities was worthless	the gold of the miner was worthless	adjunct	structure_2
The chef seasoned the soup	The chef seasoned	The basketball player won the game with his team	the basketball player won with his team	pp	structure_2
The journalist reported the news	The journalist reported	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The tailor altered the coat	The tailor altered	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The criminal of the gang that had a long scar disappeared last Monday	the criminal of disappeared last monday	adjunct	structure_2
The detective solved the mystery	The detective solved	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The director of the orchestra played well	The director of played well	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The baker baked the cake	The baker baked	Dan entered the room with a key	dan entered the room	pp	structure_2
The baker kneaded the dough	The baker kneaded	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The singer composed a song	The singer composed	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The car of the driver that had the moustache was pretty cool	fail to follow	adjunct	structure_1
The pilot flew the airplane	The pilot flew	The police investigated the house with a garden	the police investigated	pp	structure_1
The librarian sorted the books	The librarian sorted	Jasmine sang the song with romantic lyrics	jasmine sang with romantic lyrics	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
