demonstration	demon_label	test_sentence	response	attachment	structure
The manager of the factory was efficient	The manager of was efficient	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The detective solved the mystery	The detective solved	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The librarian sorted the books	The librarian sorted	Dan entered the room with a window	dan entered the room	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The director of the orchestra played well	The director of played well	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The guy caught the rat with a trap	the guy caught	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The architect designed the building	The architect designed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	Bill cut the paper with a very sharp knife	bill cut	pp	structure_2
The dancer performed the routine	The dancer performed	The police investigated the house with a garden	the police investigated	pp	structure_1
The musician tuned the guitar	The musician tuned	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The lawyer argued the case	The lawyer argued	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The singer of the song that had long eyelashes was very smart	the singer of that had long eyelashes was very smart	adjunct	structure_2
The student solved the equation	The student solved	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The teacher explained the concept	The teacher explained	The coach motivated the team with inspiring words	the coach motivated the team	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The flowers of the valley that had the old castle excited the tourists	the flowers of excited the tourists	adjunct	structure_1
The pilot flew the airplane	The pilot flew	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The criminal of the gang that had a long scar disappeared last Monday	the criminal of the gang that had a disappeared last monday	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The bird sang a melody	The bird sang	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
