demonstration	demon_label	test_sentence	response	attachment	structure
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The writer of the letter that had blonde hair arrived this morning	the writer of that had blonde hair arrived this morning	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The chef cooked the meal	The chef cooked	The doctor noticed the boy using big headphones	the doctor noticed the boy	pp	structure_1
The lawyer argued the case	The lawyer argued	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The collection of the store fascinated the students	The collection of fascinated the students	The drugs of the supplier that had a nasty effect hurt everyone	the drugs that hurt everyone	adjunct	structure_2
The jeweler polished the diamond	The jeweler polished	The police investigated the house with a garden	the police investigated	pp	structure_1
The house of the painter looked odd	The house of looked odd	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The park of the city delighted the children	The park of delighted the children	The church of the bishop that had the funny eyebrows looked odd	the church of the bishop looked odd	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The mansion of the celebrity excited the fans	The mansion of excited the fans	The restaurant of the chef that had the blue tiles pleased us	the restaurant of pleased us	adjunct	structure_2
The architect designed the building	The architect designed	Charles runs a photo studio with two friends	charles runs a photo studio	pp	structure_2
The gardener watered the plants	The gardener watered	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The journalist reported the news	The journalist reported	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The baker kneaded the dough	The baker kneaded	The coach led the team with three members	the coach led the team	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The driver of the car that had the moustache was pretty cool	the driver of pretty cool	adjunct	structure_2
The hiker climbed the mountain	The hiker climbed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The carpenter built the house	The carpenter built	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The gold of the miner that had the impurities was worthless	fail to follow	adjunct	structure_2
The teacher explained the concept	The teacher explained	The basketball player won the game with his team	the basketball player won	pp	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The guy caught the rat with a trap	the guy caught the rat	pp	structure_2
The plains of the tribe looked strange	The plains of looked strange	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The thesis of the editor that had the big nose made a lot of sense	fail to follow	adjunct	structure_1
